Places de turisme rural
Municipis. 2023
Font: Idescat, a partir del Departament d'Empresa i Treball.
Institut d'Estadística de Catalunya
https://www.idescat.cat/pub/?id=turall&n=6039&geo=mun&t=202300
Codi;Nom;Casa de poble compartida;Casa de poble independent;Masia;Masoveria;Total
251961;Sant Esteve de la Sarga;13;19;0;0;32
082074;Sant Esteve de Palautordera;0;0;10;8;18
082080;Sant Esteve Sesrovires;0;0;0;0;0
171595;Sant Feliu de Buixalleu;0;0;0;15;15
082107;Sant Feliu de Codines;0;0;0;0;0
171609;Sant Feliu de Guíxols;0;0;0;0;0
082114;Sant Feliu de Llobregat;0;0;0;0;0
171616;Sant Feliu de Pallerols;15;27;35;47;124
082129;Sant Feliu Sasserra;0;0;0;0;0
171621;Sant Ferriol;0;0;50;12;62
082093;Sant Fost de Campsentelles;0;0;0;0;0
082135;Sant Fruitós de Bages;0;0;0;0;0
171637;Sant Gregori;2;0;32;78;112
251924;Sant Guim de Freixenet;18;8;0;0;26
251977;Sant Guim de la Plana;0;0;0;0;0
171642;Sant Hilari Sacalm;0;0;30;56;86
082153;Sant Hipòlit de Voltregà;0;0;0;0;0
081939;Sant Iscle de Vallalta;0;0;16;3;19
439023;Sant Jaume d'Enveja;0;0;0;40;40
082166;Sant Jaume de Frontanyà;0;0;9;17;26
171655;Sant Jaume de Llierca;0;0;0;0;0
431378;Sant Jaume dels Domenys;0;30;13;0;43
171674;Sant Joan de les Abadesses;0;0;15;141;156
171680;Sant Joan de Mollet;0;0;0;0;0
082188;Sant Joan de Vilatorrada;0;0;0;0;0
082172;Sant Joan Despí;0;0;0;0;0
171851;Sant Joan les Fonts;0;0;15;39;54
171668;Sant Jordi Desvalls;15;6;0;0;21
089030;Sant Julià de Cerdanyola;0;15;0;11;26
171693;Sant Julià de Ramis;0;0;0;0;0
082205;Sant Julià de Vilatorta;0;0;0;32;32
179032;Sant Julià del Llor i Bonmatí;0;0;15;0;15
082212;Sant Just Desvern;0;0;0;0;0
082227;Sant Llorenç d'Hortons;0;6;11;4;21
171714;Sant Llorenç de la Muga;6;0;10;22;38
251930;Sant Llorenç de Morunys;0;0;0;18;18
082233;Sant Llorenç Savall;0;0;0;4;4
082251;Sant Martí d'Albars;0;0;0;0;0
082248;Sant Martí de Centelles;12;0;0;0;12
171729;Sant Martí de Llémena;0;5;26;49;80
259025;Sant Martí de Riucorb;0;36;0;0;36
082264;Sant Martí de Tous;10;0;0;35;45
082270;Sant Martí Sarroca;0;0;6;52;58
082286;Sant Martí Sesgueioles;0;0;0;0;0
171735;Sant Martí Vell;6;0;0;14;20
082299;Sant Mateu de Bages;0;19;5;73;97
171740;Sant Miquel de Campmajor;0;0;0;22;22
171753;Sant Miquel de Fluvià;0;0;0;0;0
171766;Sant Mori;6;12;0;0;18
171772;Sant Pau de Segúries;0;21;0;8;29
082310;Sant Pere de Ribes;0;0;10;34;44
082325;Sant Pere de Riudebitlles;0;0;0;0;0
082331;Sant Pere de Torelló;0;0;9;58;67
082346;Sant Pere de Vilamajor;0;0;10;29;39
171788;Sant Pere Pescador;0;0;44;0;44
081897;Sant Pere Sallavinera;0;16;0;19;35
082359;Sant Pol de Mar;0;0;0;0;0
082362;Sant Quintí de Mediona;0;0;8;0;8
082378;Sant Quirze de Besora;0;0;0;0;0
082384;Sant Quirze del Vallès;0;0;0;0;0
082397;Sant Quirze Safaja;0;0;0;6;6
251945;Sant Ramon;0;0;0;0;0
082401;Sant Sadurní d'Anoia;0;0;0;0;0
082418;Sant Sadurní d'Osormort;0;0;0;0;0
080983;Sant Salvador de Guardiola;0;0;23;13;36
082628;Sant Vicenç de Castellet;0;0;0;16;16
082649;Sant Vicenç de Montalt;0;0;0;0;0
082652;Sant Vicenç de Torelló;0;13;14;7;34
082634;Sant Vicenç dels Horts;0;0;0;0;0
431384;Santa Bàrbara;0;0;14;0;14
082439;Santa Cecília de Voltregà;0;0;0;0;0
082444;Santa Coloma de Cervelló;0;0;0;0;0
171805;Santa Coloma de Farners;0;0;23;54;77
082457;Santa Coloma de Gramenet;0;0;0;0;0
431397;Santa Coloma de Queralt;0;13;0;12;25
171812;Santa Cristina d'Aro;0;0;42;0;42
082460;Santa Eugènia de Berga;0;0;15;20;35
082476;Santa Eulàlia de Riuprimer;0;0;14;0;14
082482;Santa Eulàlia de Ronçana;17;0;5;13;35
082495;Santa Fe del Penedès;0;0;0;0;0
171827;Santa Llogaia d'Àlguema;0;0;0;0;0
082508;Santa Margarida de Montbui;0;0;15;0;15
082515;Santa Margarida i els Monjos;0;0;0;0;0
082589;Santa Maria d'Oló;4;0;21;0;25
082536;Santa Maria de Besora;0;15;0;14;29
082567;Santa Maria de Martorelles;0;0;0;0;0
082554;Santa Maria de Merlès;0;0;13;88;101
082573;Santa Maria de Miralles;0;0;0;0;0
082592;Santa Maria de Palautordera;0;0;19;6;25
431401;Santa Oliva;0;0;0;0;0
171848;Santa Pau;0;0;27;80;107
082606;Santa Perpètua de Mogoda;0;0;0;0;0
082613;Santa Susanna;0;7;15;0;22
081923;Santpedor;0;0;0;7;7
431423;Sarral;16;0;0;0;16
171864;Sarrià de Ter;0;0;0;0;0
252017;Sarroca de Bellera;20;48;13;0;81
252000;Sarroca de Lleida;0;0;0;0;0
171870;Saus, Camallera i Llampaies;0;20;0;22;42
431439;Savallà del Comtat;0;11;0;0;11
431444;Secuita, la;0;0;0;0;0
171886;Selva de Mar, la;0;0;0;0;0
431457;Selva del Camp, la;0;0;15;15;30
431460;Senan;0;0;0;0;0
430445;Sénia, la;0;0;0;0;0
252022;Senterada;41;4;15;0;60
250352;Sentiu de Sió, la;0;0;0;0;0
082671;Sentmenat;0;0;0;0;0
171903;Serinyà;12;8;10;48;78
252043;Seròs;0;0;0;0;0
171910;Serra de Daró;0;16;12;13;41
171925;Setcases;0;0;0;0;0
252038;Seu d'Urgell, la;0;0;37;4;41
082690;Seva;0;0;0;10;10
252056;Sidamon;0;0;0;0;0
171931;Sils;0;0;0;9;9
082704;Sitges;0;0;0;0;0
170524;Siurana;0;0;15;19;34
082711;Sobremunt;0;0;0;15;15
252069;Soleràs, el;0;0;0;0;0
431476;Solivella;0;16;0;0;16
252075;Solsona;0;0;2;39;41
082726;Sora;0;0;0;12;12
252081;Soriguera;8;55;0;0;63
252094;Sort;0;42;0;0;42
252108;Soses;0;0;0;0;0
082732;Subirats;21;33;0;33;87
252115;Sudanell;0;0;0;0;0
252120;Sunyer;0;0;0;0;0
082747;Súria;0;0;14;0;14
171946;Susqueda;0;0;12;11;23
082763;Tagamanent;0;0;15;0;15
082779;Talamanca;0;12;0;0;12
252154;Talarn;0;0;0;10;10
252167;Talavera;0;17;0;0;17
171959;Tallada d'Empordà, la;0;0;0;0;0
082785;Taradell;0;0;0;43;43
431482;Tarragona;0;0;0;9;9
252173;Tàrrega;0;4;0;0;4
252189;Tarrés;0;0;0;0;0
252192;Tarroja de Segarra;0;0;0;0;0
082750;Tavèrnoles;0;0;0;36;36
082802;Tavertet;15;21;0;13;49
082819;Teià;0;0;0;0;0
252206;Térmens;0;0;0;0;0
171962;Terrades;0;12;0;12;24
082798;Terrassa;0;0;0;0;0
082824;Tiana;0;0;10;0;10
252213;Tírvia;0;15;0;0;15
252228;Tiurana;0;0;0;0;0
431495;Tivenys;0;26;2;4;32
431508;Tivissa;2;16;0;32;50
082830;Tona;0;0;0;0;0
252234;Torà;10;14;15;20;59
082845;Tordera;0;0;41;4;45
082858;Torelló;0;0;0;12;12
252249;Torms, els;0;0;0;0;0
252252;Tornabous;20;0;0;7;27
252271;Torre de Cabdella, la;42;26;0;0;68
082861;Torre de Claramunt, la;0;0;0;15;15
431515;Torre de Fontaubella, la;0;11;0;0;11
431520;Torre de l'Espanyol, la;0;4;0;0;4
252265;Torrebesses;0;0;0;0;0
431536;Torredembarra;0;0;0;0;0
252287;Torrefarrera;0;0;0;0;0
259078;Torrefeta i Florejacs;11;23;0;10;44
252304;Torregrossa;0;0;0;0;0
252311;Torrelameu;0;0;0;0;0
082877;Torrelavit;0;0;0;31;31
082883;Torrelles de Foix;14;29;0;36;79
082896;Torrelles de Llobregat;0;0;0;0;0
171978;Torrent;0;0;0;0;0
252326;Torres de Segre;0;0;0;0;0
252332;Torre-serona;0;0;0;0;0
171984;Torroella de Fluvià;37;9;17;0;63
171997;Torroella de Montgrí;45;0;0;29;74
431541;Torroja del Priorat;15;12;0;7;34
172001;Tortellà;0;9;0;17;26
431554;Tortosa;0;0;15;19;34
172018;Toses;23;17;0;10;50
172023;Tossa de Mar;0;0;0;0;0
252347;Tremp;27;15;0;0;42
172044;Ullà;0;12;0;0;12
082900;Ullastrell;0;0;0;0;0
172057;Ullastret;0;11;0;4;15
431567;Ulldecona;0;6;0;0;6
431573;Ulldemolins;0;0;0;0;0
172039;Ultramort;0;8;0;0;8
172060;Urús;0;19;0;0;19
082917;Vacarisses;0;0;0;0;0
170144;Vajol, la;0;0;0;0;0
172076;Vall d'en Bas, la;12;17;108;50;187
172082;Vall de Bianya, la;15;0;96;168;279
250432;Vall de Boí, la;105;157;14;4;280
259010;Vall de Cardós;8;15;0;0;23
082922;Vallbona d'Anoia;0;0;0;0;0
252385;Vallbona de les Monges;0;0;0;0;0
082938;Vallcebre;0;0;15;33;48
431589;Vallclara;13;6;0;0;19
252402;Vallfogona de Balaguer;0;0;0;0;0
171707;Vallfogona de Ripollès;0;14;14;37;65
431592;Vallfogona de Riucorb;0;10;0;0;10
082943;Vallgorguina;0;0;0;15;15
082956;Vallirana;0;0;0;0;0
172095;Vall-llobrega;0;0;15;0;15
431606;Vallmoll;0;0;0;0;0
082969;Vallromanes;0;0;14;0;14
431613;Valls;0;7;0;14;21
259062;Valls d'Aguilar, les;0;38;0;26;64
252398;Valls de Valira, les;27;46;0;4;77
431628;Vandellòs i l'Hospitalet de l'Infant;0;29;0;0;29
259097;Vansa i Fórnols, la;0;8;29;35;72
082975;Veciana;4;0;0;14;18
431634;Vendrell, el;0;11;0;0;11
172109;Ventalló;22;32;20;0;74
252424;Verdú;0;0;0;0;0
172116;Verges;0;0;0;16;16
431649;Vespella de Gaià;0;14;0;0;14
082981;Vic;0;0;23;32;55
172121;Vidrà;0;24;0;17;41
172137;Vidreres;0;0;4;11;15
252430;Vielha e Mijaran;51;39;0;0;90
431652;Vilabella;0;41;0;0;41
172142;Vilabertran;0;6;0;0;6
172155;Vilablareix;0;0;0;0;0
082994;Vilada;0;0;14;14;28
172174;Viladamat;14;4;0;0;18
172168;Viladasens;0;0;0;0;0
083015;Viladecans;0;0;0;0;0
083008;Viladecavalls;0;0;0;0;0
172180;Vilademuls;34;32;80;134;280
172207;Viladrau;0;0;0;37;37
172214;Vilafant;0;0;0;0;0
083054;Vilafranca del Penedès;0;0;0;0;0
252445;Vilagrassa;0;28;0;0;28
172235;Vilajuïga;0;0;8;0;8
431750;Vilalba dels Arcs;0;0;15;0;15
083067;Vilalba Sasserra;0;0;0;0;0
252458;Vilaller;14;21;0;0;35
172240;Vilallonga de Ter;0;28;0;0;28
431665;Vilallonga del Camp;0;0;14;0;14
172253;Vilamacolum;13;14;0;0;27
172266;Vilamalla;0;0;0;0;0
172272;Vilamaniscle;15;17;0;7;39
252477;Vilamòs;15;20;0;0;35
172288;Vilanant;0;0;28;8;36
431671;Vilanova d'Escornalbou;4;9;0;0;13
252483;Vilanova de Bellpuig;0;0;0;15;15
252496;Vilanova de l'Aguda;0;8;0;42;50
252542;Vilanova de la Barca;0;0;0;0;0
252509;Vilanova de Meià;8;0;0;0;8
431687;Vilanova de Prades;0;0;0;0;0
083036;Vilanova de Sau;0;0;30;17;47
252516;Vilanova de Segrià;0;0;0;0;0
083020;Vilanova del Camí;0;0;0;0;0
089024;Vilanova del Vallès;0;0;0;0;0
083073;Vilanova i la Geltrú;0;0;8;0;8
431690;Vilaplana;13;15;0;0;28
431704;Vila-rodona;0;10;15;20;45
172305;Vila-sacra;0;0;0;10;10
252521;Vila-sana;0;0;0;0;0
431711;Vila-seca;0;0;0;0;0
082140;Vilassar de Dalt;0;0;0;0;0
082191;Vilassar de Mar;0;0;0;0;0
172229;Vilaür;0;14;0;0;14
431726;Vilaverd;0;19;0;0;19
431732;Vilella Alta, la;0;7;0;0;7
431747;Vilella Baixa, la;0;4;0;0;4
172333;Vilobí d'Onyar;0;0;0;65;65
083041;Vilobí del Penedès;0;0;12;5;17
172327;Vilopriu;0;0;15;19;34
252537;Vilosell, el;0;19;0;6;25
431763;Vimbodí i Poblet;0;9;2;6;17
252555;Vinaixa;0;0;0;0;0
431779;Vinebre;0;0;0;0;0
431785;Vinyols i els Arcs;0;0;0;10;10
083089;Viver i Serrateix;0;0;0;82;82
430521;Xerta;0;0;0;0;0
;Catalunya;2603;5201;4007;9838;21649

