Places hoteleres
Municipis. 2023
Font: Idescat, a partir del Departament d'Empresa i Treball.
Institut d'Estadística de Catalunya
https://www.idescat.cat/pub/?id=turall&n=6031&geo=mun&t=202300
Codi;Nom;Hotels. D'1 estrella;Hotels. De 2 estrelles;Hotels. De 3 estrelles;Hotels. De 4 estrelles;Hotels. De 4 estrelles superior;Hotels. De 5 estrelles;Hotels. Gran luxe;Hotels. Total;Hostals i pensions;Total
251364;Molsosa, la;0;0;0;0;0;0;0;0;0;0
081287;Monistrol de Calders;0;0;0;0;0;0;0;0;16;16
081271;Monistrol de Montserrat;0;0;147;0;0;0;0;147;34;181
171096;Montagut i Oix;42;0;0;0;0;0;0;42;29;71
430862;Montblanc;66;44;0;0;0;0;0;110;18;128
430884;Montbrió del Camp;0;0;39;428;0;0;0;467;0;467
081252;Montcada i Reixac;88;0;0;210;0;0;0;298;21;319
081304;Montclar;0;0;0;0;0;0;0;0;0;0
251399;Montellà i Martinet;0;0;0;0;0;0;0;0;48;48
081311;Montesquiu;0;0;0;0;0;0;0;0;0;0
251403;Montferrer i Castellbò;0;91;14;0;0;0;0;105;0;105
430897;Montferri;0;0;0;0;0;0;0;0;0;0
251386;Montgai;0;0;0;0;0;0;0;0;0;0
081265;Montgat;0;0;0;0;0;0;0;0;0;0
081326;Montmajor;0;0;0;0;0;0;0;0;0;0
081332;Montmaneu;0;0;0;0;0;0;0;0;45;45
430901;Montmell, el;0;0;0;0;0;0;0;0;0;0
081350;Montmeló;0;47;0;0;0;0;0;47;11;58
251425;Montoliu de Lleida;0;0;0;0;0;0;0;0;0;0
251410;Montoliu de Segarra;0;0;0;0;0;0;0;0;0;0
251431;Montornès de Segarra;0;0;0;0;0;0;0;0;0;0
081363;Montornès del Vallès;24;0;0;0;0;0;0;24;0;24
430918;Mont-ral;27;0;0;0;0;0;0;27;0;27
171100;Mont-ras;0;0;0;0;0;0;0;0;0;0
430923;Mont-roig del Camp;18;25;505;362;0;0;0;910;135;1045
081379;Montseny;16;21;46;0;0;0;0;83;33;116
430939;Móra d'Ebre;0;0;10;0;0;0;0;10;47;57
430944;Móra la Nova;0;34;0;0;0;0;0;34;84;118
430957;Morell, el;36;64;0;24;0;0;0;124;56;180
430960;Morera de Montsant, la;0;0;19;0;0;52;0;71;8;79
081290;Muntanyola;0;0;0;0;0;0;0;0;0;0
081398;Mura;0;0;0;0;0;0;0;0;0;0
251459;Nalec;0;0;0;0;0;0;0;0;0;0
250254;Naut Aran;105;253;824;1316;0;513;240;3251;292;3543
081402;Navarcles;0;0;0;0;0;0;0;0;60;60
081419;Navàs;0;0;0;39;0;0;0;39;0;39
171117;Navata;0;0;0;278;0;0;0;278;0;278
251462;Navès;0;0;0;0;0;0;0;0;0;0
081424;Nou de Berguedà, la;0;0;0;0;0;0;0;0;38;38
430976;Nou de Gaià, la;0;0;0;0;0;0;0;0;0;0
430982;Nulles;0;0;0;0;0;0;0;0;0;0
251484;Odèn;0;0;0;0;0;0;0;0;40;40
081430;Òdena;0;0;0;0;0;0;0;0;0;0
171122;Ogassa;0;0;0;0;0;0;0;0;22;22
081458;Olèrdola;0;112;0;0;0;0;0;112;12;124
081461;Olesa de Bonesvalls;0;0;0;0;0;0;0;0;0;0
081477;Olesa de Montserrat;0;0;0;0;0;0;0;0;0;0
251497;Oliana;0;55;0;0;0;0;0;55;28;83
251500;Oliola;0;0;0;0;0;0;0;0;0;0
251517;Olius;0;0;0;0;0;0;0;0;20;20
081483;Olivella;0;0;0;0;0;0;0;0;0;0
081496;Olost;0;0;0;0;0;0;0;0;23;23
171143;Olot;17;43;148;60;0;0;0;268;178;446
251522;Oluges, les;0;0;0;0;0;0;0;0;0;0
081445;Olvan;0;0;0;0;0;0;0;0;0;0
251538;Omellons, els;0;0;0;0;0;0;0;0;0;0
251543;Omells de na Gaia, els;0;0;0;0;0;0;0;0;0;0
171156;Ordis;0;0;0;0;0;0;0;0;0;0
251556;Organyà;0;0;18;8;0;0;0;26;13;39
081509;Orís;0;0;0;0;0;0;0;0;0;0
081516;Oristà;0;0;0;0;0;0;0;0;0;0
081521;Orpí;0;0;0;0;0;0;0;0;0;0
081537;Òrrius;0;0;0;0;0;0;0;0;0;0
251569;Os de Balaguer;0;0;72;0;0;0;0;72;0;72
171169;Osor;0;0;0;0;0;0;0;0;0;0
251575;Ossó de Sió;0;0;0;0;0;0;0;0;0;0
081542;Pacs del Penedès;0;0;0;0;0;0;0;0;0;0
081555;Palafolls;0;0;0;0;0;0;0;0;163;163
171175;Palafrugell;50;118;858;315;0;0;0;1341;125;1466
171181;Palamós;22;150;223;474;0;28;0;897;90;987
251581;Palau d'Anglesola, el;0;0;0;0;0;0;0;0;27;27
171194;Palau de Santa Eulàlia;0;0;0;0;0;0;0;0;0;0
171215;Palau-sator;11;0;0;0;0;0;0;11;28;39
171208;Palau-saverdera;0;0;20;0;0;0;0;20;10;30
081568;Palau-solità i Plegamans;0;0;0;0;0;0;0;0;16;16
431009;Pallaresos, els;0;0;0;0;0;0;0;0;0;0
081574;Pallejà;0;0;0;0;0;0;0;0;0;0
430995;Palma d'Ebre, la;0;0;0;0;0;0;0;0;0;0
089058;Palma de Cervelló, la;0;0;0;0;0;0;0;0;0;0
171236;Palol de Revardit;0;0;0;0;0;0;0;0;0;0
171241;Pals;0;10;258;316;0;0;0;584;75;659
081580;Papiol, el;0;0;0;0;0;0;0;0;22;22
171254;Pardines;0;0;0;0;0;0;0;0;10;10
081593;Parets del Vallès;32;0;0;0;0;0;0;32;32;64
171267;Parlavà;0;0;0;0;0;0;0;0;0;0
431016;Passanant i Belltall;0;0;0;0;0;0;0;0;13;13
171289;Pau;0;0;0;32;0;0;0;32;10;42
431021;Paüls;0;0;0;0;0;0;0;0;0;0
171292;Pedret i Marzà;0;0;0;0;0;0;0;0;0;0
251641;Penelles;0;0;0;0;0;0;0;0;0;0
171306;Pera, la;0;0;0;0;0;0;0;0;18;18
081607;Perafita;0;0;0;0;0;0;0;0;0;0
431037;Perafort;0;0;0;0;0;0;0;0;40;40
171328;Peralada;0;24;0;0;0;112;0;136;16;152
251654;Peramola;0;0;0;82;0;0;0;82;56;138
431042;Perelló, el;0;12;0;274;0;0;0;286;29;315
081614;Piera;0;0;0;0;0;0;0;0;0;0
431055;Piles, les;0;0;0;0;0;0;0;0;0;0
081635;Pineda de Mar;52;0;921;1935;755;0;0;3663;107;3770
431068;Pinell de Brai, el;0;0;0;0;0;0;0;0;20;20
251667;Pinell de Solsonès;0;0;0;0;0;0;0;0;0;0
251673;Pinós;0;0;0;0;0;0;0;0;0;0
431074;Pira;0;0;0;0;0;0;0;0;0;0
431080;Pla de Santa Maria, el;0;0;0;0;0;0;0;0;0;0
081640;Pla del Penedès, el;0;0;0;0;0;0;0;0;0;0
171334;Planes d'Hostoles, les;0;14;0;0;0;0;0;14;35;49
171349;Planoles;14;0;18;0;0;0;0;32;20;52
259118;Plans de Sió, els;0;0;0;0;0;0;0;0;0;0
251689;Poal, el;0;0;0;0;0;0;0;0;0;0
251692;Pobla de Cérvoles, la;0;0;0;0;0;0;0;0;0;0
081653;Pobla de Claramunt, la;0;64;0;0;0;0;0;64;0;64
081666;Pobla de Lillet, la;0;0;0;0;0;0;0;0;88;88
431093;Pobla de Mafumet, la;0;0;0;0;0;0;0;0;13;13
431107;Pobla de Massaluca, la;0;0;0;0;0;0;0;0;0;0
431114;Pobla de Montornès, la;0;0;0;0;0;0;0;0;0;0
251713;Pobla de Segur, la;0;0;101;0;0;0;0;101;33;134
431129;Poboleda;0;0;0;0;0;0;0;0;35;35
081672;Polinyà;0;0;0;0;0;0;0;0;0;0
431135;Pont d'Armentera, el;0;0;0;0;0;0;0;0;0;0
250306;Pont de Bar, el;0;0;59;0;0;0;0;59;0;59
171352;Pont de Molins;0;33;30;0;0;0;0;63;20;83
251734;Pont de Suert, el;68;65;29;0;0;0;0;162;109;271
081825;Pont de Vilomara i Rocafort, el;0;0;0;0;0;0;0;0;0;0
431418;Pontils;0;17;0;0;0;0;0;17;0;17
081688;Pontons;0;0;0;0;0;0;0;0;0;0
171365;Pontós;0;0;0;0;0;0;0;0;46;46
251728;Ponts;0;97;0;0;0;0;0;97;58;155
171371;Porqueres;30;0;0;0;0;0;0;30;25;55
431140;Porrera;16;12;0;0;0;0;0;28;0;28
171404;Port de la Selva, el;18;12;40;110;0;0;0;180;140;320
171387;Portbou;51;0;0;0;0;0;0;51;67;118
251749;Portella, la;0;0;0;0;0;0;0;0;0;0
431153;Pradell de la Teixeta;0;0;0;0;0;0;0;0;0;0
431166;Prades;35;0;123;0;0;0;0;158;17;175
431172;Prat de Comte;0;0;0;0;0;0;0;0;6;6
081691;Prat de Llobregat, el;39;0;0;1133;0;0;0;1172;90;1262
431188;Pratdip;0;0;0;18;0;0;0;18;0;18
081712;Prats de Lluçanès;18;0;0;0;0;0;0;18;0;18
081705;Prats de Rei, els;0;0;0;0;0;0;0;0;10;10
251752;Prats i Sansor;16;88;0;0;0;0;0;104;0;104
251765;Preixana;0;0;0;0;0;0;0;0;0;0
251771;Preixens;0;0;0;18;0;0;0;18;19;37
082303;Premià de Dalt;0;0;0;0;0;0;0;0;20;20
081727;Premià de Mar;0;36;0;0;0;0;0;36;0;36
171390;Preses, les;0;0;0;0;0;0;0;0;43;43
251790;Prullans;0;0;215;0;0;0;0;215;8;223
171411;Puigcerdà;49;120;308;0;76;0;0;553;148;701
081748;Puigdàlber;0;0;0;0;0;0;0;0;0;0
251804;Puiggròs;0;0;0;0;0;0;0;0;0;0
431191;Puigpelat;0;0;0;0;0;0;0;0;0;0
081751;Puig-reig;0;0;18;0;0;0;0;18;16;34
251811;Puigverd d'Agramunt;0;0;0;0;0;0;0;0;0;0
251826;Puigverd de Lleida;0;0;0;0;0;0;0;0;0;0
081764;Pujalt;0;0;12;0;0;0;0;12;0;12
081770;Quar, la;0;0;0;0;0;0;0;0;0;0
171426;Quart;0;0;0;0;0;0;0;0;0;0
170433;Queralbs;69;0;218;0;0;0;0;287;28;315
431205;Querol;0;0;0;0;0;0;0;0;0;0
171432;Rabós;0;0;0;0;0;0;0;0;0;0
081786;Rajadell;0;0;0;0;0;0;0;0;0;0
431362;Ràpita, la;70;84;58;524;0;0;0;736;119;855
431212;Rasquera;0;0;0;0;0;0;0;0;0;0
171447;Regencós;10;0;0;22;0;0;0;32;0;32
081799;Rellinars;0;0;0;0;0;0;0;0;0;0
431227;Renau;0;0;31;0;0;0;0;31;0;31
431233;Reus;48;0;544;254;0;0;0;846;78;924
251832;Rialp;73;0;450;0;0;0;0;523;7;530
431248;Riba, la;0;0;0;0;0;0;0;0;0;0
431251;Riba-roja d'Ebre;0;0;0;0;0;0;0;0;42;42
259059;Ribera d'Ondara;0;0;0;0;0;0;0;0;0;0
251850;Ribera d'Urgellet;40;0;0;0;0;0;0;40;15;55
171450;Ribes de Freser;192;74;96;34;0;0;0;396;87;483
171463;Riells i Viabrea;0;0;0;0;0;0;0;0;43;43
431264;Riera de Gaià, la;0;12;0;0;0;0;0;12;0;12
251863;Riner;0;0;38;0;0;0;0;38;18;56
171479;Ripoll;0;0;77;0;0;0;0;77;163;240
081803;Ripollet;0;200;0;0;0;0;0;200;0;200
259139;Riu de Cerdanya;0;0;16;0;0;0;0;16;0;16
171485;Riudarenes;0;85;0;0;0;0;0;85;30;115
171498;Riudaura;0;0;0;0;0;0;0;0;0;0
431270;Riudecanyes;0;0;0;0;0;0;0;0;0;0
431286;Riudecols;0;0;0;0;0;0;0;0;0;0
171501;Riudellots de la Selva;0;0;0;327;0;0;0;327;0;327
431299;Riudoms;16;0;0;0;0;0;0;16;0;16
171518;Riumors;0;0;0;0;0;0;0;0;0;0
081810;Roca del Vallès, la;0;0;0;0;0;0;0;0;0;0
431303;Rocafort de Queralt;0;0;0;0;0;0;0;0;0;0
431310;Roda de Berà;0;0;0;0;0;0;0;0;0;0
081831;Roda de Ter;0;0;0;0;0;0;0;0;34;34
431325;Rodonyà;0;0;14;0;0;0;0;14;0;14
431331;Roquetes;0;0;0;0;0;0;0;0;0;0
171523;Roses;847;575;2668;1976;224;70;0;6360;609;6969
251898;Rosselló;0;0;0;0;0;0;0;0;0;0
431346;Rourell, el;0;0;0;0;0;0;0;0;0;0
081846;Rubí;0;68;293;0;0;0;0;361;0;361
081859;Rubió;0;0;0;0;0;0;0;0;0;0
171539;Rupià;0;0;0;0;0;0;0;0;0;0
089019;Rupit i Pruit;0;0;0;0;0;0;0;0;82;82
081878;Sabadell;0;34;691;554;0;0;0;1279;66;1345
081884;Sagàs;0;0;18;0;0;0;0;18;0;18
251902;Salàs de Pallars;59;0;0;0;0;0;0;59;0;59
081901;Saldes;0;42;16;0;0;0;0;58;15;73
171544;Sales de Llierca;0;0;0;0;0;0;0;0;12;12
081918;Sallent;0;0;0;46;0;0;0;46;8;54
431359;Salomó;0;0;22;0;0;0;0;22;0;22
439057;Salou;89;222;9546;19452;970;62;0;30341;398;30739
171557;Salt;18;152;204;0;0;0;0;374;23;397
251919;Sanaüja;0;0;0;0;0;0;0;0;0;0
081944;Sant Adrià de Besòs;0;24;0;0;0;0;0;24;41;65
081957;Sant Agustí de Lluçanès;0;0;0;0;0;0;0;0;0;0
081960;Sant Andreu de la Barca;0;140;98;0;0;0;0;238;0;238
081976;Sant Andreu de Llavaneres;0;0;0;0;0;0;0;0;15;15
171576;Sant Andreu Salou;0;0;0;0;0;0;0;0;0;0
171833;Sant Aniol de Finestres;16;0;0;20;0;0;0;36;12;48
081982;Sant Antoni de Vilamajor;0;0;0;0;0;0;0;0;16;16
081995;Sant Bartomeu del Grau;0;0;0;0;0;0;0;0;0;0
082009;Sant Boi de Llobregat;0;22;325;478;0;0;0;825;27;852
082016;Sant Boi de Lluçanès;0;0;0;0;0;0;0;0;0;0
082037;Sant Cebrià de Vallalta;0;0;0;0;0;0;0;0;0;0
082021;Sant Celoni;0;34;93;22;0;0;0;149;22;171
082042;Sant Climent de Llobregat;0;0;0;0;0;0;0;0;0;0
171582;Sant Climent Sescebes;0;0;0;0;0;0;0;0;12;12
082055;Sant Cugat del Vallès;0;0;298;1102;194;0;0;1594;38;1632
082068;Sant Cugat Sesgarrigues;0;0;0;0;0;0;0;0;0;0
251961;Sant Esteve de la Sarga;0;0;0;0;0;0;0;0;0;0
082074;Sant Esteve de Palautordera;0;0;32;0;0;0;0;32;0;32
082080;Sant Esteve Sesrovires;0;0;80;300;0;0;0;380;51;431
171595;Sant Feliu de Buixalleu;0;0;0;0;0;0;0;0;0;0
082107;Sant Feliu de Codines;0;0;0;0;0;0;0;0;0;0
171609;Sant Feliu de Guíxols;141;209;464;867;182;0;144;2007;168;2175
082114;Sant Feliu de Llobregat;0;49;0;0;0;0;0;49;0;49
171616;Sant Feliu de Pallerols;0;0;46;0;0;0;0;46;103;149
082129;Sant Feliu Sasserra;0;0;0;0;0;0;0;0;0;0
171621;Sant Ferriol;0;0;0;23;0;0;0;23;12;35
082093;Sant Fost de Campsentelles;0;0;0;0;0;0;0;0;0;0
082135;Sant Fruitós de Bages;0;16;0;174;0;0;0;190;0;190
171637;Sant Gregori;0;0;0;0;0;0;0;0;0;0
251924;Sant Guim de Freixenet;0;0;0;0;0;0;0;0;0;0
251977;Sant Guim de la Plana;0;0;0;0;0;0;0;0;0;0
171642;Sant Hilari Sacalm;0;76;51;250;0;0;0;377;53;430
082153;Sant Hipòlit de Voltregà;0;0;0;0;0;0;0;0;0;0
081939;Sant Iscle de Vallalta;0;0;0;0;0;0;0;0;0;0
439023;Sant Jaume d'Enveja;0;0;0;0;0;0;0;0;0;0
082166;Sant Jaume de Frontanyà;0;0;0;0;0;0;0;0;8;8
171655;Sant Jaume de Llierca;0;0;0;0;0;0;0;0;0;0
431378;Sant Jaume dels Domenys;22;14;0;0;0;0;0;36;25;61
171674;Sant Joan de les Abadesses;0;0;20;0;20;0;0;40;29;69
171680;Sant Joan de Mollet;0;0;0;0;0;0;0;0;0;0
082188;Sant Joan de Vilatorrada;0;0;0;0;0;0;0;0;20;20
082172;Sant Joan Despí;0;0;272;502;0;0;0;774;11;785
171851;Sant Joan les Fonts;0;0;0;0;0;0;0;0;8;8
171668;Sant Jordi Desvalls;0;0;0;0;0;0;0;0;0;0
089030;Sant Julià de Cerdanyola;0;0;0;0;0;0;0;0;0;0
171693;Sant Julià de Ramis;46;0;0;36;30;0;0;112;24;136
082205;Sant Julià de Vilatorta;0;0;15;40;0;0;0;55;36;91
179032;Sant Julià del Llor i Bonmatí;0;0;0;0;0;0;0;0;0;0
082212;Sant Just Desvern;0;0;184;528;0;0;0;712;0;712
082227;Sant Llorenç d'Hortons;0;0;0;0;0;0;0;0;0;0
171714;Sant Llorenç de la Muga;0;8;0;13;0;0;0;21;0;21
251930;Sant Llorenç de Morunys;49;0;0;0;0;0;0;49;44;93
082233;Sant Llorenç Savall;0;0;0;0;0;0;0;0;11;11
082251;Sant Martí d'Albars;0;0;0;0;0;0;0;0;0;0
082248;Sant Martí de Centelles;0;0;0;0;0;0;0;0;14;14
171729;Sant Martí de Llémena;0;0;0;0;0;0;0;0;0;0
259025;Sant Martí de Riucorb;0;0;0;0;0;0;0;0;0;0
082264;Sant Martí de Tous;0;0;0;0;0;0;0;0;0;0
082270;Sant Martí Sarroca;0;0;0;0;0;0;0;0;5;5
082286;Sant Martí Sesgueioles;0;0;0;0;0;0;0;0;0;0
171735;Sant Martí Vell;0;0;0;0;0;0;0;0;29;29
082299;Sant Mateu de Bages;0;0;0;0;0;0;0;0;0;0
171740;Sant Miquel de Campmajor;0;0;0;0;0;0;0;0;0;0
171753;Sant Miquel de Fluvià;0;0;0;0;0;0;0;0;0;0
171766;Sant Mori;0;0;0;0;0;0;0;0;0;0
171772;Sant Pau de Segúries;14;0;0;0;0;0;0;14;44;58
082310;Sant Pere de Ribes;0;0;48;80;0;11;0;139;20;159
082325;Sant Pere de Riudebitlles;0;0;0;0;0;0;0;0;16;16
082331;Sant Pere de Torelló;0;0;0;0;0;0;0;0;20;20
082346;Sant Pere de Vilamajor;0;0;0;0;0;0;0;0;0;0
171788;Sant Pere Pescador;112;0;20;0;0;0;0;132;0;132
081897;Sant Pere Sallavinera;0;0;0;0;0;0;0;0;0;0
082359;Sant Pol de Mar;0;0;85;0;0;0;0;85;32;117
082362;Sant Quintí de Mediona;0;0;0;0;0;0;0;0;0;0
082378;Sant Quirze de Besora;0;0;28;0;0;0;0;28;0;28
082384;Sant Quirze del Vallès;0;0;0;0;0;0;0;0;0;0
082397;Sant Quirze Safaja;10;0;0;0;0;0;0;10;0;10
251945;Sant Ramon;0;0;0;0;0;0;0;0;0;0
082401;Sant Sadurní d'Anoia;18;0;0;0;0;0;0;18;26;44
082418;Sant Sadurní d'Osormort;0;0;0;0;0;0;0;0;33;33
080983;Sant Salvador de Guardiola;0;0;0;0;0;0;0;0;0;0
082628;Sant Vicenç de Castellet;0;0;0;0;0;0;0;0;21;21
082649;Sant Vicenç de Montalt;0;0;19;14;0;0;0;33;18;51
082652;Sant Vicenç de Torelló;0;0;0;0;0;0;0;0;0;0
082634;Sant Vicenç dels Horts;0;0;0;0;0;0;0;0;0;0
431384;Santa Bàrbara;0;77;0;0;0;0;0;77;14;91
082439;Santa Cecília de Voltregà;0;0;0;0;0;0;0;0;0;0
082444;Santa Coloma de Cervelló;0;0;0;0;0;0;0;0;0;0
171805;Santa Coloma de Farners;0;0;89;290;0;0;0;379;46;425
082457;Santa Coloma de Gramenet;0;292;0;0;0;0;0;292;98;390
431397;Santa Coloma de Queralt;0;0;0;0;0;0;0;0;0;0
171812;Santa Cristina d'Aro;80;0;0;177;263;0;0;520;12;532
082460;Santa Eugènia de Berga;0;0;42;0;0;0;0;42;0;42
082476;Santa Eulàlia de Riuprimer;0;0;0;0;0;0;0;0;0;0
082482;Santa Eulàlia de Ronçana;0;0;0;0;0;0;0;0;0;0
082495;Santa Fe del Penedès;0;0;0;0;0;0;0;0;0;0
171827;Santa Llogaia d'Àlguema;0;0;0;0;0;0;0;0;0;0
082508;Santa Margarida de Montbui;0;0;32;0;0;0;0;32;0;32
082515;Santa Margarida i els Monjos;0;0;0;0;0;0;0;0;58;58
082589;Santa Maria d'Oló;0;0;10;0;0;0;0;10;20;30
082536;Santa Maria de Besora;0;0;0;0;0;0;0;0;0;0
082567;Santa Maria de Martorelles;0;0;0;0;0;0;0;0;0;0
082554;Santa Maria de Merlès;0;0;0;0;0;0;0;0;7;7
082573;Santa Maria de Miralles;0;0;0;0;0;0;0;0;0;0
082592;Santa Maria de Palautordera;14;0;0;0;0;0;0;14;18;32
431401;Santa Oliva;0;0;0;0;0;0;0;0;0;0
171848;Santa Pau;0;16;14;0;0;0;0;30;25;55
082606;Santa Perpètua de Mogoda;0;0;137;0;0;0;0;137;0;137
082613;Santa Susanna;0;0;1132;4525;3913;934;0;10504;39;10543
081923;Santpedor;0;0;0;64;0;0;0;64;0;64
431423;Sarral;0;0;0;0;0;0;0;0;0;0
171864;Sarrià de Ter;0;135;0;0;0;0;0;135;0;135
252017;Sarroca de Bellera;14;0;0;0;0;0;0;14;0;14
252000;Sarroca de Lleida;0;0;0;0;0;0;0;0;0;0
171870;Saus, Camallera i Llampaies;0;0;0;0;0;0;0;0;35;35
431439;Savallà del Comtat;0;0;0;0;0;0;0;0;0;0
431444;Secuita, la;0;0;0;0;0;0;0;0;0;0
171886;Selva de Mar, la;0;0;0;0;0;0;0;0;26;26
431457;Selva del Camp, la;0;0;152;0;0;56;0;208;0;208
431460;Senan;0;0;0;0;0;0;0;0;0;0
430445;Sénia, la;0;0;82;0;0;0;0;82;56;138
252022;Senterada;0;0;0;0;0;0;0;0;0;0
250352;Sentiu de Sió, la;0;0;0;0;0;0;0;0;0;0
082671;Sentmenat;0;0;0;0;0;0;0;0;0;0
171903;Serinyà;0;0;28;0;0;0;0;28;8;36
252043;Seròs;0;0;0;0;0;0;0;0;0;0
171910;Serra de Daró;0;0;0;0;0;0;0;0;0;0
171925;Setcases;0;22;52;0;0;0;0;74;147;221
252038;Seu d'Urgell, la;139;114;59;226;0;0;0;538;95;633
082690;Seva;0;46;0;513;0;0;0;559;0;559
252056;Sidamon;0;0;0;0;0;0;0;0;0;0
171931;Sils;0;0;0;0;0;0;0;0;46;46
082704;Sitges;358;342;861;2011;428;949;0;4949;159;5108
170524;Siurana;0;0;0;0;0;0;0;0;0;0
082711;Sobremunt;0;0;0;0;0;0;0;0;0;0
252069;Soleràs, el;0;0;0;0;0;0;0;0;0;0
431476;Solivella;0;0;0;0;0;0;0;0;8;8
252075;Solsona;0;30;105;64;0;0;0;199;43;242
082726;Sora;0;0;0;20;0;0;0;20;0;20
252081;Soriguera;0;0;0;0;0;0;0;0;97;97
252094;Sort;16;140;18;144;0;0;0;318;110;428
252108;Soses;0;0;0;0;0;0;0;0;8;8
082732;Subirats;0;47;0;0;0;0;0;47;25;72
252115;Sudanell;0;0;0;0;0;0;0;0;0;0
252120;Sunyer;0;0;0;0;0;0;0;0;0;0
082747;Súria;0;0;0;0;0;0;0;0;12;12
171946;Susqueda;0;0;0;0;0;0;0;0;49;49
082763;Tagamanent;0;0;0;0;0;0;0;0;0;0
082779;Talamanca;0;0;0;0;0;0;0;0;0;0
252154;Talarn;0;0;0;0;0;0;0;0;0;0
252167;Talavera;0;0;0;0;0;0;0;0;0;0
171959;Tallada d'Empordà, la;0;0;0;0;0;0;0;0;0;0
082785;Taradell;0;0;0;0;0;0;0;0;0;0
431482;Tarragona;92;84;675;918;288;0;0;2057;171;2228
252173;Tàrrega;0;0;68;0;0;0;0;68;0;68
252189;Tarrés;0;0;0;0;0;0;0;0;0;0
252192;Tarroja de Segarra;0;0;0;0;0;0;0;0;0;0
082750;Tavèrnoles;0;0;0;0;0;0;0;0;19;19
082802;Tavertet;0;0;40;0;0;0;0;40;12;52
082819;Teià;0;0;0;0;0;0;0;0;0;0
252206;Térmens;0;0;0;0;0;0;0;0;0;0
171962;Terrades;0;0;0;8;0;0;0;8;24;32
082798;Terrassa;0;20;133;390;246;0;0;789;89;878
082824;Tiana;0;0;0;0;0;0;0;0;0;0
252213;Tírvia;0;0;0;0;0;0;0;0;31;31
252228;Tiurana;0;0;0;0;0;0;0;0;0;0
431495;Tivenys;0;0;0;0;0;0;0;0;0;0
431508;Tivissa;0;14;0;0;0;0;0;14;18;32
082830;Tona;0;43;50;0;0;0;0;93;8;101
252234;Torà;0;36;0;0;0;0;0;36;10;46
082845;Tordera;0;0;0;0;0;0;0;0;81;81
082858;Torelló;0;0;0;0;0;0;0;0;18;18
252249;Torms, els;0;0;0;0;0;0;0;0;0;0
252252;Tornabous;0;0;0;0;0;0;0;0;0;0
252271;Torre de Cabdella, la;0;47;75;0;0;0;0;122;0;122
082861;Torre de Claramunt, la;0;0;0;0;0;0;0;0;0;0
431515;Torre de Fontaubella, la;0;0;0;0;0;0;0;0;0;0
431520;Torre de l'Espanyol, la;0;0;0;0;0;0;0;0;0;0
252265;Torrebesses;0;0;0;0;0;0;0;0;0;0
431536;Torredembarra;20;0;144;0;0;0;0;164;163;327
252287;Torrefarrera;0;79;0;0;0;0;0;79;0;79
259078;Torrefeta i Florejacs;0;0;0;0;0;0;0;0;0;0
252304;Torregrossa;0;0;0;0;0;0;0;0;0;0
252311;Torrelameu;0;0;0;0;0;0;0;0;0;0
082877;Torrelavit;0;0;0;0;0;0;0;0;0;0
082883;Torrelles de Foix;0;0;25;0;0;0;0;25;24;49
082896;Torrelles de Llobregat;0;0;20;0;0;0;0;20;0;20
171978;Torrent;0;0;0;0;0;76;0;76;0;76
252326;Torres de Segre;0;0;0;0;0;0;0;0;10;10
252332;Torre-serona;0;0;0;0;0;0;0;0;0;0
171984;Torroella de Fluvià;0;0;0;0;28;0;0;28;0;28
171997;Torroella de Montgrí;234;161;762;457;0;0;0;1614;193;1807
431541;Torroja del Priorat;0;0;0;0;0;0;0;0;0;0
172001;Tortellà;0;25;0;0;0;0;0;25;0;25
431554;Tortosa;18;139;104;402;0;0;0;663;57;720
172018;Toses;0;0;0;0;207;0;0;207;0;207
172023;Tossa de Mar;721;612;1988;2520;1220;0;0;7061;517;7578
252347;Tremp;43;92;0;0;0;0;0;135;85;220
172044;Ullà;0;0;0;0;0;0;0;0;0;0
082900;Ullastrell;0;0;0;0;0;0;0;0;0;0
172057;Ullastret;8;0;0;0;0;0;0;8;0;8
431567;Ulldecona;16;6;0;13;0;0;0;35;0;35
431573;Ulldemolins;0;0;0;0;0;0;0;0;19;19
172039;Ultramort;0;0;0;0;0;0;0;0;0;0
172060;Urús;0;0;0;0;0;0;0;0;0;0
082917;Vacarisses;0;0;0;0;0;0;0;0;0;0
170144;Vajol, la;0;0;0;0;0;0;0;0;8;8
172076;Vall d'en Bas, la;0;6;0;64;0;0;0;70;16;86
172082;Vall de Bianya, la;0;0;0;18;0;0;0;18;0;18
250432;Vall de Boí, la;223;215;377;316;0;0;0;1131;265;1396
259010;Vall de Cardós;80;92;14;0;0;0;0;186;16;202
082922;Vallbona d'Anoia;0;0;0;0;0;0;0;0;0;0
252385;Vallbona de les Monges;0;0;0;148;0;0;0;148;18;166
082938;Vallcebre;0;0;18;0;0;0;0;18;0;18
431589;Vallclara;0;0;0;0;0;0;0;0;0;0
252402;Vallfogona de Balaguer;0;0;0;0;0;0;0;0;0;0
171707;Vallfogona de Ripollès;0;0;0;0;0;0;0;0;0;0
431592;Vallfogona de Riucorb;0;0;162;93;0;0;0;255;41;296
082943;Vallgorguina;0;0;0;0;0;0;0;0;0;0
082956;Vallirana;0;0;0;0;0;0;0;0;8;8
172095;Vall-llobrega;0;0;0;27;0;0;0;27;0;27
431606;Vallmoll;0;0;0;0;0;0;0;0;0;0
